latitude,longitude
41.55211753,-70.61427155
41.55211786,-70.61424906
41.55212658,-70.61365462
41.55212878,-70.61350443
41.55213027,-70.61565078
41.55213719,-70.61293045
41.55215561,-70.61255928
41.55217038,-70.61226166
41.55217269,-70.60000326
41.55217269,-70.60000326
41.55217549,-70.61609473
41.55218191,-70.61202238
41.55219305,-70.61176621
41.55222473,-70.61103766
41.55224856,-70.61063128
41.5522544,-70.61051919
41.55225695,-70.61047011
41.55229275,-70.60978299
41.55230044,-70.60963529
41.55233623,-70.60894812
41.55234596,-70.61667292
41.55235093,-70.56632213
41.55235093,-70.56632213
41.55235668,-70.60855548
41.55237971,-70.55134143
41.55238693,-70.60722863
41.55240242,-70.60636005
41.55241161,-70.60627637
41.55252993,-70.59794036
41.55255279,-70.60551478
41.55260337,-70.60532669
41.55260337,-70.60532669
41.55269693,-70.61647459
41.55271442,-70.61734812
41.55277108,-70.60469156
41.55282134,-71.08118451
41.55286387,-70.62470692
41.55288309,-70.61757311
41.55288309,-70.61757311
41.55288309,-70.61757311
41.55308343,-70.61324806
41.55308399,-70.61225517
41.55308754,-70.61433579
41.55312482,-70.61105977
41.55316751,-70.61050683
41.55317085,-70.61765079
41.5531862,-70.60341762
41.55324905,-70.61804873
41.55324905,-70.61804873
41.55326791,-70.60252643
41.55327557,-70.61808237
41.55333933,-70.60310147
41.55336627,-70.61820369
41.55338516,-70.59228558
41.55341128,-70.62386015
41.55342035,-70.61829488
41.55344146,-70.59997308
41.55353998,-70.60267997
41.55353998,-70.60267997
41.55353998,-70.60267997
41.55358146,-70.62359703
41.55358661,-70.61102375
41.55358661,-70.61102375
41.55362707,-70.57289331
41.5536411,-70.60251407
41.55401376,-70.61988807
41.55404437,-70.60186702
41.55404661,-70.61997963
41.5540799,-70.59816315
41.55415309,-70.62027638
41.55429091,-70.59995422
41.55434433,-70.60138731
41.55441483,-70.59994967
41.55490951,-70.60052985
41.55501643,-70.62178137
41.55507202,-70.6002838
41.55509054,-70.57238163
41.55512647,-70.5999696
41.55515017,-70.61086926
41.55515576,-70.61099474
41.55515576,-70.61099474
41.55515576,-70.61099474
41.55515576,-70.61099474
41.55515576,-70.61099474
41.55517574,-70.60015229
41.55517574,-70.60015229
41.55526717,-70.58763487
41.55552025,-70.62176444
41.55565992,-70.62226008
41.55577655,-70.59984582
41.55577655,-70.59984582
41.5560552,-70.59980257
41.55613321,-70.62108037
41.55628034,-70.62128746
41.55648623,-70.59975133
41.55648623,-70.59975133
41.55648623,-70.59975133
41.55689608,-71.11968146
41.55691721,-70.59970548
41.55704555,-70.62078882
41.55725521,-70.60052439
41.55730981,-70.59968872
41.55742164,-70.59966917
41.55758244,-70.59966077
41.55758244,-70.59966077
41.55777081,-70.59965093
41.55777081,-70.59965093
41.5577899,-70.59811188
41.55793727,-70.59751506
41.55793727,-70.59751506
41.55796523,-70.597397
41.55796523,-70.597397
41.55796523,-70.597397
41.55796523,-70.597397
41.55796523,-70.597397
41.55797199,-70.55035196
41.55800528,-70.59963868
41.55838299,-70.59961867
41.55838299,-70.59961867
41.55861773,-70.59960489
41.55861773,-70.59960489
41.55871229,-70.59959643
41.55871229,-70.59959643
41.55871229,-70.59959643
41.55871229,-70.59959643
41.55871229,-70.59959643
41.55871229,-70.59959643
41.55871229,-70.59959643
41.55884246,-70.58822744
41.5588999,-70.59957965
41.55891684,-70.59748731
41.55891684,-70.59748731
41.55905871,-70.58600661
41.55928048,-70.61926612
41.55928048,-70.61926612
41.55984554,-70.99031653
41.56003902,-70.6105939
41.56005867,-70.57827129
41.56047786,-71.12148973
41.56048974,-70.59935469
41.56052896,-70.61042791
41.56052896,-70.61042791
41.56052896,-70.61042791
41.56052896,-70.61042791
41.56052896,-70.61042791
41.56053002,-70.59803934
41.56053545,-70.54382503
41.56064981,-70.50663414
41.56078773,-70.60577826
41.56090613,-70.61902849
41.56100007,-70.59908952
41.56100007,-70.59908952
41.56101567,-70.95649566
41.56106246,-70.61157962
41.56106246,-70.61157962
41.56106246,-70.61157962
41.56112816,-70.60025895
41.56112816,-70.60025895
41.56112816,-70.60025895
41.56113446,-70.61170818
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56154153,-70.59864385
41.56157691,-70.50437356
41.56168027,-70.61272675
41.56178354,-70.61899788
41.56224202,-70.59791259
41.56240498,-70.61894778
41.56254506,-70.60964286
41.56285136,-70.4934907
41.56290163,-70.61886199
41.562998,-70.4745622
41.56314865,-70.60939552
41.56332939,-70.4931566
41.56332946,-70.61880712
41.5634631,-70.59648024
41.5634631,-70.59648024
41.56352767,-70.61879211
41.56352767,-70.61879211
41.56367975,-70.59639585
41.56367975,-70.59639585
41.56367975,-70.59639585
41.56367975,-70.59639585
41.56367975,-70.59639585
41.56368246,-70.59639484
41.56376861,-70.58904637
41.56376861,-70.58904637
41.56376861,-70.58904637
41.56376861,-70.58904637
41.56383034,-70.61794225
41.56393226,-70.59630166
41.56393226,-70.59630166
41.56393226,-70.59630166
41.56393226,-70.59630166
41.56393226,-70.59630166
41.56393226,-70.59630166
41.56393226,-70.59630166
41.56393226,-70.59630166
41.56393226,-70.59630166
41.56393226,-70.59630166
41.56393226,-70.59630166
41.56402442,-70.61875614
41.56402442,-70.61875614
41.56402442,-70.61875614
41.56402442,-70.61875614
41.56410297,-70.99182244
41.56414146,-70.61875523
41.56418518,-70.61875489
41.56418518,-70.61875489
41.56438104,-70.59613162
41.56459,-70.59605975
41.56459,-70.59605975
41.56466404,-70.59603576
41.56466404,-70.59603576
41.56473585,-70.61865265
41.56477242,-70.59600066
41.56478844,-70.62059299
41.56491577,-70.56226629
41.56491944,-70.95176994
41.56504846,-70.61851946
41.56517934,-70.59586345
41.56518555,-70.99954706
41.56533059,-70.62210597
41.56533059,-70.62210597
41.56533059,-70.62210597
41.56533059,-70.62210597
41.56566644,-70.5956976
41.56582359,-70.53960496
41.56593702,-70.59560286
41.56593702,-70.59560286
41.56618084,-70.59551749
41.56618084,-70.59551749
41.56618084,-70.59551749
41.56618084,-70.59551749
41.56618084,-70.59551749
41.56618084,-70.59551749
41.56644279,-70.471052
41.56645979,-70.95183668
41.56674309,-70.47140235
41.56701679,-71.08463335
41.56736149,-70.59512478
41.56736149,-70.59512478
41.56736149,-70.59512478
41.56736149,-70.59512478
41.5677367,-70.59481076
41.56791656,-70.5948961
41.56793691,-70.59488553
41.56798061,-70.59486283
41.56798061,-70.59486283
41.56798155,-71.0014224
41.56824305,-70.59476914
41.56824305,-70.59476914
41.56838827,-70.61737249
41.56852176,-70.54834812
41.56855111,-70.59435346
41.56863959,-70.54832496
41.56866596,-70.64571045
41.5690605,-70.59340373
41.56924872,-71.03223951
41.56938202,-70.60671302
41.56943329,-70.61775781
41.56967261,-70.61785354
41.56993292,-70.60655509
41.56994703,-70.59104988
41.56999686,-71.02404729
41.57037252,-71.08660838
41.57037252,-71.08660838
41.5705163,-70.61832098
41.57052765,-71.08520612
41.57052765,-71.08520612
41.57052765,-71.08520612
41.57054093,-71.08516759
41.57062661,-71.09068028
41.57076863,-70.57896426
41.57097621,-70.54939321
41.5711647,-70.58804454
41.57124577,-70.62372086
41.57129192,-70.58714247
41.57146143,-70.62433848
41.57152195,-71.07559785
41.57154963,-70.58729977
41.57182434,-70.56767296
41.57197589,-70.58651291
41.57202989,-71.0122757
41.57205122,-70.58637945
41.57239857,-70.56043446
41.57254183,-70.58564228
41.57257408,-71.09943621
41.57263693,-70.58553406
41.57269784,-70.62066114
41.57306051,-70.57328517
41.57308974,-70.59415628
41.57336965,-70.58852374
41.57341432,-70.95260036
41.57344602,-70.46238408
41.57371284,-70.57302777
41.57376959,-71.09178248
41.57378277,-71.09154625
41.573959,-70.57619561
41.57400514,-70.59394102
41.57417399,-70.4616372
41.57423817,-70.58411379
41.57426082,-70.60486105
41.57427558,-70.58407164
41.57427997,-70.5840663
41.57436411,-70.60525962
41.57445759,-70.62274407
41.57466954,-70.60518647
41.57545354,-70.58154376
41.5757261,-71.08477203
41.57618422,-70.59319599
41.57630817,-70.57215771
41.57635452,-70.55945562
41.57640412,-70.58081542
41.57644583,-70.57968508
41.57665846,-70.55213205
41.5766848,-70.55229069
41.57675259,-70.55029828
41.57679165,-70.5467272
41.5768565,-70.57889384
41.5769603,-70.55330686
41.5769603,-70.55330686
41.57707158,-70.55349783
41.57707469,-71.04761421
41.57710997,-70.54918478
41.5773537,-70.59864124
41.57739538,-70.57762386
41.57739538,-70.57762386
41.57739538,-70.57762386
41.5774357,-70.57751234
41.5774357,-70.57751234
41.57746309,-70.62899371
41.57776565,-70.54739203
41.5777741,-70.54655131
41.5777741,-70.54655131
41.57781468,-70.58657532
41.57785437,-70.54704393
41.57785437,-70.54704393
41.57785437,-70.54704393
41.57785437,-70.54704393
41.57787119,-70.56903841
41.57796788,-70.54659406
41.57796788,-70.54659406
41.57796788,-70.54659406
41.57796788,-70.54659406
41.57798746,-70.54655862
41.57799749,-70.54646548
41.57799749,-70.54646548
41.57799749,-70.54646548
41.5780826,-70.57442348
41.57809371,-70.62474242
41.57812592,-70.57403532
41.57825056,-70.56897385
41.5782677,-70.577243
41.5783092,-70.57237522
41.57832107,-70.62897832
41.57836582,-70.57188719
41.57837409,-70.57181585
41.57839775,-70.55715339
41.57839775,-70.55715339
41.57839775,-70.55715339
41.57843139,-70.57141147
41.5784683,-70.55804526
41.5784683,-70.55804526
41.57848651,-70.55832963
41.57849511,-70.55846397
41.57852521,-70.55893412
41.57852521,-70.55893412
41.57853375,-70.5589345
41.57855495,-70.55929165
41.57856773,-70.56675042
41.57857406,-70.5595214
41.57857406,-70.5595214
41.57857406,-70.5595214
41.57857406,-70.5595214
41.57857648,-70.56698659
41.57857671,-70.57012814
41.57860417,-70.56748187
41.57860516,-70.5599456
41.57861574,-70.56765929
41.57861574,-70.56765929
41.57863544,-70.56962387
41.57863544,-70.56962387
41.57864605,-70.60035323
41.57864822,-70.56821995
41.5786681,-70.56914322
41.5786681,-70.56914322
41.57866904,-70.56898687
41.57866904,-70.56898687
41.57866904,-70.56898687
41.57867224,-70.56083014
41.57867892,-70.56094066
41.57874787,-70.56181741
41.57877452,-70.56912466
41.57882319,-70.54203595
41.5788606,-70.59166021
41.57886141,-70.56272507
41.57889902,-70.57536428
41.57891738,-70.5861623
41.57910444,-70.57146207
41.57920927,-70.5910821
41.57940949,-70.54028043
41.57940949,-70.54028043
41.57940949,-70.54028043
41.57940949,-70.54028043
41.5794487,-70.56900529
41.57965816,-71.0898864
41.57981069,-70.53945327
41.57985584,-70.47428801
41.57993586,-70.60067604
41.5801146,-70.53861949
41.5801146,-70.53861949
41.58022854,-70.53832307
41.58024559,-70.53828424
41.58031209,-70.62665616
41.58031434,-70.53398214
41.58055155,-70.53171907
41.58055155,-70.53171907
41.58055155,-70.53171907
41.58059044,-70.59037604
41.58059044,-70.59037604
41.58059936,-70.58808154
41.5807195,-70.53732363
41.58094249,-70.55815523
41.58103944,-70.59002576
41.58103944,-70.59002576
41.58103944,-70.59002576
41.58103944,-70.59002576
41.58110757,-71.01259695
41.58115164,-70.55861718
41.58129076,-70.96817801
41.58141115,-70.57076699
41.58146528,-71.0117688
41.5819363,-71.04072091
41.5819363,-71.04072091
41.58202772,-70.47406132
41.58236923,-70.49648048
41.5824088,-70.53689606
41.58242539,-70.97882768
41.58251823,-70.47478649
41.58266774,-70.47720133
41.58273803,-70.59767023
41.58277888,-71.00939942
41.5828017,-70.53584262
41.58292297,-70.59845759
41.58293112,-70.98221128
41.58294607,-70.60466028
41.58338112,-70.60006572
41.58347217,-70.52562071
41.58376727,-70.56692378
41.58390129,-70.95370724
41.58394527,-71.00022329
41.58410421,-70.62982022
41.58412027,-70.60015617
41.58415862,-70.53540734
41.58418101,-70.99929658
41.58418101,-70.99929658
41.5842656,-70.52510644
41.5842656,-70.52510644
41.5842656,-70.52510644
41.58434242,-70.50622962
41.58435121,-70.52503855
41.58435121,-70.52503855
41.58435121,-70.52503855
41.58435121,-70.52503855
41.58435121,-70.52503855
41.58435121,-70.52503855
41.58435121,-70.52503855
41.58445687,-70.52495646
41.58447949,-70.50652394
41.5845678,-70.85452254
41.58475712,-70.52466434
41.58497754,-70.53518729
41.58516772,-70.97967608
41.58520233,-70.99073161
41.5852316,-70.51695649
41.58526686,-70.58661781
41.58531494,-70.60504097
41.58531494,-70.60504097
41.58548894,-70.60559288
41.58548894,-70.60559288
41.58548894,-70.60559288
41.58558898,-70.58633945
41.5856451,-70.5622682
41.5856451,-70.5622682
41.5856451,-70.5622682
41.58628376,-70.98555673
41.58639055,-70.52217929
41.58646405,-70.63383023
41.58649142,-71.08474175
41.58669182,-70.61003993
41.58670414,-70.9842129
41.5867202,-70.94529513
41.58677094,-70.94516412
41.58685489,-70.55911254
41.58711084,-70.52070521
41.58730269,-70.94427182
41.58732682,-71.00050716
41.58741561,-70.52034577
41.5874694,-70.63456093
41.58754103,-70.51890671
41.58754103,-70.51890671
41.58756672,-70.51713022
41.5875699,-70.51821096
41.5875699,-70.51821096
41.5875699,-70.51821096
41.5875699,-70.51821096
41.58758666,-70.51650403
41.58758666,-70.51650403
41.58768753,-70.51647287
41.58786356,-70.58435277
41.58786717,-70.93777321
41.58793995,-70.4756618
41.58814554,-70.94516847
41.5883155,-70.94264118
41.58832955,-70.98893589
41.58859359,-70.51839453
41.58862751,-70.97896192
41.5886404,-70.94068091
41.58866734,-70.57167281
41.58873396,-71.07834386
41.58873881,-70.51282119
41.58873889,-70.47696043
41.58903142,-70.55762271
41.58917177,-70.60190779
41.58952846,-70.58278761
41.58966275,-70.51080737
41.58993644,-70.6056969
41.59002322,-70.62070147
41.59003031,-70.51048489
41.5903085,-70.62125624
41.59076849,-70.94364554
41.59120367,-70.50667999
41.59123727,-70.58096123
41.5912886,-70.53198767
41.59131545,-70.5882209
41.59133112,-70.56390654
41.59142746,-70.50667064
41.59157853,-70.58099831
41.59164967,-70.93743369
41.59179585,-70.52332243
41.59199113,-71.03437321
41.59201525,-70.5056664
41.59214874,-71.05437784
41.59272566,-70.93143021
41.5928157,-70.5207035
41.59293074,-70.85584733
41.59302816,-70.60259725
41.59317145,-70.52487913
41.59345659,-70.93883456
41.59360737,-70.85148693
41.59368754,-70.5040023
41.59370577,-70.5790482
41.59375381,-70.63536649
41.59400587,-70.63179791
41.59413779,-70.62656157
41.59413779,-70.62656157
41.59413779,-70.62656157
41.59422235,-71.00219489
41.59439492,-70.62809166
41.59440101,-70.6281685
41.59445625,-70.62897372
41.59446557,-70.57812802
41.59451275,-70.57282006
41.59471466,-70.64237477
41.59480233,-70.51185112
41.59542572,-70.91060893
41.59542572,-70.91060893
41.59542572,-70.91060893
41.59542572,-70.91060893
41.59542572,-70.91060893
41.59542572,-70.91060893
41.59556129,-70.91087232
41.59569798,-70.53743595
41.5958059,-70.50245136
41.59605306,-71.07448159
41.59616946,-70.55286996
41.59650179,-70.84184342
41.59664781,-70.5383833
41.59675849,-70.57438174
41.59675849,-70.57438174
41.59685478,-70.57442806
41.59685478,-70.57442806
41.59692286,-70.90742927
41.59692286,-70.90742927
41.59694864,-70.91020759
41.59710085,-70.90432468
41.59710085,-70.90432468
41.59710085,-70.90432468
41.59710085,-70.90432468
41.59710085,-70.90432468
41.59727897,-70.57320058
41.59727897,-70.57320058
41.59737884,-70.90347836
41.59778031,-70.57243276
41.59778031,-70.57243276
41.59778095,-70.95322697
41.59802942,-70.95354527
41.59814973,-70.97995151
41.59815559,-70.94746327
41.59826067,-71.0368325
41.59830009,-70.95407091
41.59833693,-71.11760734
41.59863048,-70.57256148
41.59864494,-70.54984992
41.5987314,-70.94186517
41.59873275,-70.54979024
41.59899856,-70.5930327
41.59907068,-70.90552952
41.59946629,-70.54157547
41.59948031,-70.47519263
41.5995168,-70.90284127
41.59962919,-71.08637622
41.59963533,-70.64942795
41.59985023,-71.08629585
41.59990149,-70.58127136
41.59994559,-71.13015844
41.60009878,-70.9087083
41.60011427,-70.54206217
41.60015501,-70.96448162
41.60015738,-70.96420053
41.6002816,-70.94162692
41.6002816,-70.94162692
41.60031755,-70.59722597
41.60034981,-70.48177698
41.60037769,-70.62746067
41.60046522,-71.07937429
41.60046522,-71.07937429
41.60046522,-71.07937429
41.60046522,-71.07937429
41.60046522,-71.07937429
41.60046522,-71.07937429
41.60050529,-70.91172865
41.60085562,-70.44682283
41.60092514,-70.96758613
41.60098946,-71.00111274
41.60115206,-70.6360956
41.60116613,-70.55693172
41.60119513,-70.55704088
41.60119513,-70.55704088
41.60128324,-70.85833627
41.60180798,-70.56954712
41.60180798,-70.56954712
41.60186169,-70.91309682
41.60190067,-70.94137108
41.60209054,-70.54359349
41.60209054,-70.54359349
41.60220494,-70.49834331
41.60226189,-71.00112613
41.60234539,-70.91343302
41.60247282,-70.95983793
41.60264576,-70.94125628
41.60279416,-70.85919693
41.60281413,-70.90246154
41.60293068,-70.91098376
41.60293556,-70.9412105
41.60314274,-70.90919717
41.60315548,-70.56903715
41.60315631,-70.90968769
41.60333516,-70.90782162
41.60337443,-70.90264244
41.60367083,-70.94109429
41.60377038,-70.90927116
41.60382391,-70.45887592
41.60406195,-70.94103201
41.60431442,-70.63484683
41.6043707,-70.95204277
41.6044149,-70.57166403
41.60452575,-70.91491554
41.60457528,-70.94589699
41.60460601,-70.91015385
41.60464293,-70.95621945
41.60464846,-71.09072143
41.60475059,-70.91019961
41.60492544,-70.49513496
41.60495281,-70.91026463
41.60501084,-70.49524178
41.6050438,-70.91141532
41.60522555,-70.49551035
41.60522555,-70.49551035
41.60533168,-70.49538529
41.60548565,-70.94080957
41.60548565,-70.94080957
41.60587023,-70.91060115
41.60597263,-70.49043315
41.60601797,-70.98115473
41.60601797,-70.98115473
41.60603155,-70.57466005
41.60603155,-70.57466005
41.60635061,-70.49403921
41.60644205,-70.63597072
41.60659091,-70.91104573
41.60666585,-70.94062138
41.60672668,-70.4374358
41.60672885,-70.90406372
41.60672885,-70.90406372
41.60672885,-70.90406372
41.60672885,-70.90406372
41.60680434,-70.63560749
41.60688044,-70.94269273
